x,y,cw,cbh,ht,output,id
363.6,236.2,3.6,5.4,12.5,.FALSE. /,NA
359.8,236.8,1.2,2.5,5,.FALSE. /,NA
633.7,90.7,4.8,3.7,20,.FALSE. /,NA
638.2,97.6,2.6,4.2,9.3,.FALSE. /,NA
16,63.2,1,2.3,4.5,.FALSE. /,NA
15.3,61.6,1.9,1.4,10.2,.FALSE. /,NA
16.4,60.3,3.7,5.6,12.9,.FALSE. /,NA
15.4,62.9,3.7,6,14.4,.FALSE. /,NA
14.1,60.9,4.6,4.9,15.5,.FALSE. /,NA
13.4,63.3,2.4,3.9,8.7,.FALSE. /,NA
304.2,237.3,2.1,3.4,7.5,.FALSE. /,NA
290.5,233.8,1.6,3,6.2,.FALSE. /,NA
295.6,231.9,2.2,3.7,8.1,.FALSE. /,NA
44.1,218,3.6,3.8,12.6,.FALSE. /,NA
44.6,216.7,2.6,2.6,9.5,.FALSE. /,NA
44,216.9,6.4,8.9,21.4,.FALSE. /,NA
276,99.3,1.3,2.6,5.2,.FALSE. /,NA
279.8,100.2,1.8,6.6,13.9,.FALSE. /,NA
277.3,98,4.3,6.3,14.8,.FALSE. /,NA
287.4,8.1,2.8,10.1,19.9,.FALSE. /,NA
340.5,393.7,3.2,5,11.3,.FALSE. /,NA
342.1,393.8,1.5,2.9,6,.FALSE. /,NA
338.1,393.5,2.3,3.9,8.5,.FALSE. /,NA
341.8,395.7,1.6,0.2,2.7,.FALSE. /,NA
340.9,396.2,3.1,4.8,11,.FALSE. /,NA
492.2,239.9,5.3,8.3,14.5,.FALSE. /,NA
491.2,238.1,2,3.5,7.7,.FALSE. /,NA
491.9,236.2,1.9,0.1,3.7,.FALSE. /,NA
492.4,237,5,10.6,20.3,.FALSE. /,NA
493.2,237.5,3,4.7,10.6,.FALSE. /,NA
492.6,236.6,2.4,3.9,8.7,.FALSE. /,NA
49.9,270.7,1.3,4.3,9.1,.FALSE. /,NA
0,29.3,2.7,6.2,12,.FALSE. /,NA
627.3,343.5,5,1.5,11.7,.FALSE. /,NA
155.6,114.6,2.6,4.2,9.3,.FALSE. /,NA
682.6,66.6,2.7,4.4,9.8,.FALSE. /,NA
681.7,60.9,3.9,5.8,13.5,.FALSE. /,NA
871.1,275,4.8,4.9,17.1,.FALSE. /,NA
868.4,271.9,2.7,6.2,12,.FALSE. /,NA
870.3,276.1,1.1,0.7,4.7,.FALSE. /,NA
496,105,2.2,3.7,8.1,.FALSE. /,NA
499,101.5,4.4,6.4,15.1,.FALSE. /,NA
499.7,101.4,2.3,3.9,8.5,.FALSE. /,NA
495.9,101.2,4.3,6.3,14.9,.FALSE. /,NA
475.8,31.8,6.9,9.4,18.5,.FALSE. /,NA
475.1,34.4,3.7,3.9,12.8,.FALSE. /,NA
75.9,388.4,1.6,3.3,15.4,.FALSE. /,NA
69.6,381.4,4.9,7.1,16.8,.FALSE. /,NA
72.7,380.7,2.4,4,8.9,.FALSE. /,NA
73.7,383,3.4,5.1,11.8,.FALSE. /,NA
69.2,381,3.6,5.5,12.6,.FALSE. /,NA
841.9,208.5,6.8,5.5,16.8,.FALSE. /,NA
842.6,206.6,2.2,3.7,8.1,.FALSE. /,NA
835.6,209.3,2.6,4.2,9.3,.FALSE. /,NA
474.6,325.2,1.2,0.8,4.9,.FALSE. /,NA
470.6,326.8,1.8,3.3,7,.FALSE. /,NA
471.9,325.7,4.8,13.2,18.7,.FALSE. /,NA
467.8,324,3.1,4.8,11,.FALSE. /,NA
475.4,328,4.4,6.4,15.1,.FALSE. /,NA
804.4,340,4.7,7.7,18.3,.FALSE. /,NA
806.8,338,3.5,2.2,7.5,.FALSE. /,NA
810.2,337,2.6,4.2,9.3,.FALSE. /,NA
804.2,336.2,5.2,5,18.6,.FALSE. /,NA
84,136.7,2.3,3.9,8.5,.FALSE. /,NA
77.9,132.3,3.7,5.5,12.8,.FALSE. /,NA
83.6,137.1,1.9,3.4,7.3,.FALSE. /,NA
82,137.3,1,0.3,3.7,.FALSE. /,NA
84.7,137,1.6,3,6.2,.FALSE. /,NA
85.5,135.8,3.8,6,11.8,.FALSE. /,NA
82.6,136.8,4.3,8.7,20.6,.FALSE. /,NA
297.8,270.6,2.6,4.2,9.3,.FALSE. /,NA
301,272.6,2.9,1,6.1,.FALSE. /,NA
292.5,270.8,3.1,4.8,11,.FALSE. /,NA
297.6,270,3,1.5,4.4,.FALSE. /,NA
591.4,134.1,2.5,11.5,15.5,.FALSE. /,NA
595.1,128.1,1.5,2.9,6,.FALSE. /,NA
591.3,132.1,3.2,5,11.4,.FALSE. /,NA
596,132.3,2.7,6.2,12,.FALSE. /,NA
230.6,8.9,3.7,7.7,12.7,.FALSE. /,NA
861.7,15.1,3.5,3.6,12.2,.FALSE. /,NA
855.1,11,3.1,4.8,11,.FALSE. /,NA
854.1,14.7,1.6,3.1,6.4,.FALSE. /,NA
855.4,12.6,2.4,4,8.9,.FALSE. /,NA
857.8,19.4,2,3.5,7.7,.FALSE. /,NA
802.6,95.4,3.2,5,11.4,.FALSE. /,NA
803.5,99.8,7.6,10.2,18.1,.FALSE. /,NA
802.6,100.4,5.3,5.8,17.8,.FALSE. /,NA
805.2,97.3,2.7,2.4,9.3,.FALSE. /,NA
803.3,100,1.1,0.7,4.7,.FALSE. /,NA
802.7,99.9,7.4,7.7,20,.FALSE. /,NA
801.2,99.3,1.7,3.2,6.7,.FALSE. /,NA
805.2,101.6,7.1,7.9,19.2,.FALSE. /,NA
491.2,270.1,3.9,5.8,13.5,.FALSE. /,NA
490.2,271.2,6.1,6.8,20.4,.FALSE. /,NA
864,242.2,11.3,9.3,19.9,.FALSE. /,NA
864.9,242.8,2.4,4,8.9,.FALSE. /,NA
860.2,242.1,1.5,2.9,6,.FALSE. /,NA
816,98.9,2.8,4.5,10.2,.FALSE. /,NA
814,100.2,2.8,4.5,10.2,.FALSE. /,NA
813,100.3,3.2,5,11.4,.FALSE. /,NA
354.4,55.7,4.5,6.6,15.5,.FALSE. /,NA
354.1,57.7,2.3,3.8,8.3,.FALSE. /,NA
355.1,53.7,4.7,6.8,15.9,.FALSE. /,NA
367.3,73.5,3.9,4.1,13.4,.FALSE. /,NA
353.1,56.3,3,4.7,10.6,.FALSE. /,NA
176.7,149.8,2.2,1,7.3,.FALSE. /,NA
177.8,149.2,2.2,2.4,12.6,.FALSE. /,NA
180,149.7,4.1,4.4,14.1,.FALSE. /,NA
178.8,148.3,3.9,5.8,13.5,.FALSE. /,NA
224.1,205.1,7.5,7.8,22,.FALSE. /,NA
214.7,204.4,4.5,6.6,15.5,.FALSE. /,NA
201.8,204.6,1.3,2.6,5.2,.FALSE. /,NA
211.4,211.4,2.1,3.6,7.8,.FALSE. /,NA
217.1,206.5,7.6,8.4,19,.FALSE. /,NA
235.3,151.4,1.1,4.1,7.6,.FALSE. /,NA
235,155.1,4.1,1.4,12.7,.FALSE. /,NA
234.5,154.4,1.8,3.2,6.9,.FALSE. /,NA
235.2,154.7,3.8,5.7,13.3,.FALSE. /,NA
235.7,153.7,2.8,4.5,10.2,.FALSE. /,NA
235.4,155.4,3.4,5.1,11.8,.FALSE. /,NA
619.3,97.6,2.4,4,8.9,.FALSE. /,NA
622.6,98.2,1.3,2.6,5.2,.FALSE. /,NA
306.1,28.5,1.2,3.1,6.4,.FALSE. /,NA
306.3,23.9,1.1,0.6,4.5,.FALSE. /,NA
305.3,23.5,5.3,8.1,22.8,.FALSE. /,NA
304.7,20.9,1.4,2.7,5.5,.FALSE. /,NA
478.2,0.3,1.3,2.7,5.5,.FALSE. /,NA
478.8,0.8,2.3,3.9,8.5,.FALSE. /,NA
475.6,0.1,1.4,2.8,5.8,.FALSE. /,NA
16.6,274.1,2.2,3.7,8.1,.FALSE. /,NA
14,269.3,4.7,6.8,15.9,.FALSE. /,NA
17.7,272.9,1.5,2.9,6,.FALSE. /,NA
13.4,273.7,4.5,6.6,15.5,.FALSE. /,NA
130.7,153.1,3.1,4.8,11,.FALSE. /,NA
131.6,156.5,3.5,5.3,12.2,.FALSE. /,NA
45.3,116.3,2.5,4.2,9.3,.FALSE. /,NA
46.5,114.5,3.4,5.1,11.8,.FALSE. /,NA
45.3,114.1,1.4,2.8,5.8,.FALSE. /,NA
45.7,113.1,1.3,2.6,5.2,.FALSE. /,NA
39.7,107.1,2.6,4.2,9.3,.FALSE. /,NA
249,31.2,2.4,4,8.8,.FALSE. /,NA
247.8,29.6,3.9,5.8,13.5,.FALSE. /,NA
244.3,33.5,2.8,4.5,10.2,.FALSE. /,NA
250,28,5.1,5.2,17.9,.FALSE. /,NA
422.1,144.9,2.3,2.2,4,.FALSE. /,NA
421.9,143.1,2.8,4.5,10.2,.FALSE. /,NA
421.9,143.9,1.6,1.3,6.1,.FALSE. /,NA
421.6,142.7,2.5,4.1,9.1,.FALSE. /,NA
4.3,283.8,2.7,4.3,9.8,.FALSE. /,NA
5,284.6,1.7,3.1,6.6,.FALSE. /,NA
832.1,335.5,2.1,1.5,8.4,.FALSE. /,NA
830.2,335.7,2.5,9.4,16.7,.FALSE. /,NA
88.8,109.4,4.5,6.6,15.5,.FALSE. /,NA
92,109.6,3.3,10.2,16.1,.FALSE. /,NA
88.8,113.4,8.7,10.7,21,.FALSE. /,NA
257,299.3,1.4,6.7,13.5,.FALSE. /,NA
256.7,299.4,2.1,3.6,7.9,.FALSE. /,NA
575.5,27.2,8.1,7.6,20.6,.FALSE. /,NA
579,28,2.7,0.6,7.5,.FALSE. /,NA
575.2,27.3,2.4,3.9,8.7,.FALSE. /,NA
839.5,184.9,5.2,7.4,17.6,.FALSE. /,NA
445,291.9,1.5,2.8,5.9,.FALSE. /,NA
440.5,291.8,2.6,4.2,9.3,.FALSE. /,NA
444.1,293.1,4.9,7.1,16.8,.FALSE. /,NA
839.5,40.8,1.5,0.1,4.8,.FALSE. /,NA
825.7,39.5,2.8,4.5,10.2,.FALSE. /,NA
835.6,42.3,2.3,3.9,8.5,.FALSE. /,NA
840.6,44.5,2.3,1.6,8.3,.FALSE. /,NA
832.5,45.1,4.2,5.4,14.6,.FALSE. /,NA
488.8,7.1,1.8,3.3,7,.FALSE. /,NA
484.6,19.9,3.4,5.2,12,.FALSE. /,NA
487.9,17.2,2.4,0.6,6,.FALSE. /,NA
488,16.8,3.2,5,11.3,.FALSE. /,NA
487.4,18.4,2.4,3.9,8.7,.FALSE. /,NA
467.4,337.3,1.9,1.7,7.2,.FALSE. /,NA
468,338.7,1.3,2.6,5.2,.FALSE. /,NA
471,343.7,3.1,8.8,10.5,.FALSE. /,NA
467.5,337.9,2.1,3.6,7.8,.FALSE. /,NA
469.2,333.9,5.1,11.2,20.1,.FALSE. /,NA
176.4,305.9,4.5,6.6,15.5,.FALSE. /,NA
178.4,305.9,1.6,4.2,11.2,.FALSE. /,NA
241.8,158.9,3.5,5.3,12.2,.FALSE. /,NA
295.7,334.8,1.5,2.9,6,.FALSE. /,NA
300.7,342.3,1.4,2.7,5.6,.FALSE. /,NA
803,337.3,1.6,0.2,3.2,.FALSE. /,NA
800,341.4,4.3,7.2,17.4,.FALSE. /,NA
800.8,339.7,4.9,10.4,19.9,.FALSE. /,NA
796.6,340.1,2.4,2.2,8.6,.FALSE. /,NA
798.6,341.9,1.2,1.6,3.5,.FALSE. /,NA
176.3,20.6,1.7,3.2,6.7,.FALSE. /,NA
174.5,24.9,2.2,3.7,8.1,.FALSE. /,NA
178.1,18.5,2.1,3.6,7.9,.FALSE. /,NA
98,389.1,1.8,3.2,6.9,.FALSE. /,NA
576.5,180.3,2.3,3.9,8.5,.FALSE. /,NA
577.5,184.3,2,4.9,11.7,.FALSE. /,NA
572.7,181.8,1.6,2.2,6.9,.FALSE. /,NA
427.1,101,4.7,6.8,15.9,.FALSE. /,NA
426.7,105.1,3.2,5,11.4,.FALSE. /,NA
425.9,103.9,1.8,1.8,4.2,.FALSE. /,NA
420.2,106.8,1.9,3.7,12,.FALSE. /,NA
425.8,99.3,1.5,2.9,5.9,.FALSE. /,NA
428.4,105.7,4.4,6.4,15.1,.FALSE. /,NA
422.9,104.2,1.1,2.4,4.8,.FALSE. /,NA
421.7,100.7,3.8,8.9,16.9,.FALSE. /,NA
424.9,104,3.9,9.6,14.9,.FALSE. /,NA
76.6,275.2,3.2,5,11.4,.FALSE. /,NA
72.7,274.8,2,3.4,7.4,.FALSE. /,NA
535.3,203.2,1.8,1.2,7.6,.FALSE. /,NA
534.6,202.9,2.3,2.5,5.4,.FALSE. /,NA
535.2,203.4,4.1,4.3,14,.FALSE. /,NA
536.2,194,2,3.5,7.7,.FALSE. /,NA
530.8,203.3,2.8,6.8,17,.FALSE. /,NA
536,202.5,3.1,4.8,11,.FALSE. /,NA
640.4,1.6,1.5,2.9,6,.FALSE. /,NA
642.8,2.1,1.9,2.6,9.2,.FALSE. /,NA
638.5,1.7,3,4.7,10.8,.FALSE. /,NA
640.5,1.6,1.5,2.9,6,.FALSE. /,NA
341.6,304.3,4.4,8,15.2,.FALSE. /,NA
344.3,303.1,3.8,5.7,13.3,.FALSE. /,NA
336.7,300.8,3.1,4.8,11,.FALSE. /,NA
338.8,300.2,3.9,5.8,13.5,.FALSE. /,NA
337.8,303.1,2.7,4.3,9.8,.FALSE. /,NA
143,122.4,1.3,0.9,5.1,.FALSE. /,NA
293.4,199.6,3.5,5.3,12.2,.FALSE. /,NA
292,198.2,1.5,2.7,5.5,.FALSE. /,NA
496.4,97.5,1.6,3,6.2,.FALSE. /,NA
494.8,100.5,3.4,5.2,12,.FALSE. /,NA
498.6,100.3,2.4,4,8.9,.FALSE. /,NA
493.4,98.6,1.5,1.2,5.9,.FALSE. /,NA
493.5,101.1,1.4,2.8,5.8,.FALSE. /,NA
245.1,318.4,3.4,5.1,11.8,.FALSE. /,NA
120.7,274.5,1.6,3,6.2,.FALSE. /,NA
117.9,268.1,1,0.4,4,.FALSE. /,NA
120.1,272.6,2.6,4.3,9.5,.FALSE. /,NA
119.6,269.5,1.5,2.9,6,.FALSE. /,NA
110.5,280.5,3.4,5.1,11.8,.FALSE. /,NA
236,270.8,1.1,2.4,4.8,.FALSE. /,NA
238.8,261.5,3.3,6.7,13.4,.FALSE. /,NA
817.8,102.1,2,3.5,7.7,.FALSE. /,NA
816.3,108.4,1.3,2.6,5.2,.FALSE. /,NA
816.2,113.5,4.6,4.9,15.5,.FALSE. /,NA
813.2,111.2,6.9,9.4,16.1,.FALSE. /,NA
10.5,331.7,4,5.9,13.7,.FALSE. /,NA
8.1,331,1.3,2.6,5.4,.FALSE. /,NA
7,332.5,3.9,5.8,13.5,.FALSE. /,NA
8,329.5,8.6,9.2,16.5,.FALSE. /,NA
9.8,331.1,5.4,7.7,18.4,.FALSE. /,NA
11.7,337.8,2.5,4.1,9.1,.FALSE. /,NA
8.5,331.9,1.6,3.1,6.4,.FALSE. /,NA
13.2,332.6,2.6,7.1,10,.FALSE. /,NA
551.6,24,3.4,5.1,11.8,.FALSE. /,NA
703.7,53.6,2.5,3,9.9,.FALSE. /,NA
702.8,55.5,2.3,5.3,12.3,.FALSE. /,NA
701.7,56.4,3.1,4.8,11,.FALSE. /,NA
688.4,43.9,3.3,4.7,10.3,.FALSE. /,NA
702.2,55.7,1,0.5,4.2,.FALSE. /,NA
674.6,45.9,1.8,3.2,6.9,.FALSE. /,NA
671.4,41.3,5.3,9.7,22.7,.FALSE. /,NA
673.5,45.8,3.1,4.8,11,.FALSE. /,NA
673.1,46.4,4,6,13.9,.FALSE. /,NA
674,42.3,2.3,3.9,8.5,.FALSE. /,NA
671.8,48,1.7,3.1,6.6,.FALSE. /,NA
311.6,132.8,5.2,7.3,17.4,.FALSE. /,NA
309.8,134.4,2.4,1.7,7.6,.FALSE. /,NA
307.2,135.6,3.1,3.8,12.6,.FALSE. /,NA
307.9,136.3,3.9,5.8,13.5,.FALSE. /,NA
307.7,136.4,4.4,6.4,15.1,.FALSE. /,NA
595.6,104.8,1.5,2.9,6,.FALSE. /,NA
594.9,114.6,7,8.4,16.7,.FALSE. /,NA
595,104.6,2.4,4,8.9,.FALSE. /,NA
595.9,104.2,2,3.5,7.7,.FALSE. /,NA
596.2,102.8,4.4,6.4,15.1,.FALSE. /,NA
593.6,101.7,3.3,2.9,21.5,.FALSE. /,NA
595.8,104.4,2,3.5,7.7,.FALSE. /,NA
859.1,187.2,4.1,6.1,14.1,.FALSE. /,NA
858.3,187.2,5,5.4,16.7,.FALSE. /,NA
857.6,192.1,2.2,9.3,15.7,.FALSE. /,NA
857.1,188.7,3.1,4.8,11,.FALSE. /,NA
858.6,188.6,1.5,2.9,6,.FALSE. /,NA
160.9,135.4,1.9,3.4,7.3,.FALSE. /,NA
163.7,133.9,1.4,2.7,5.6,.FALSE. /,NA
165.5,133.4,5.1,5.2,17.9,.FALSE. /,NA
213.3,175,1,2.3,4.4,.FALSE. /,NA
76.8,218.1,5.5,7.7,18.4,.FALSE. /,NA
76,216.7,3.9,5.8,13.5,.FALSE. /,NA
236.5,223.4,1.9,3.4,7.3,.FALSE. /,NA
699.2,398.8,3.3,3.4,11.5,.FALSE. /,NA
700.7,399.3,1.6,3.1,6.4,.FALSE. /,NA
701.2,398,1.9,3.3,7.2,.FALSE. /,NA
868.6,71.5,3.6,8.7,16.6,.FALSE. /,NA
864.9,69.9,1.5,2.9,6.1,.FALSE. /,NA
866.4,77.6,4.9,7.1,16.8,.FALSE. /,NA
513.9,356.9,1.8,3.2,6.9,.FALSE. /,NA
506,353.6,5.1,7.1,19,.FALSE. /,NA
514.4,352.5,2.3,3.9,8.5,.FALSE. /,NA
513.5,357.7,3.2,5,11.4,.FALSE. /,NA
513.8,353.5,4.2,6.2,14.5,.FALSE. /,NA
511.8,357.7,2.3,3.8,8.4,.FALSE. /,NA
121.2,281.2,2.8,5.4,14.7,.FALSE. /,NA
123.7,279.6,1.8,3.7,8,.FALSE. /,NA
439.9,321.7,4.6,4.9,15.5,.FALSE. /,NA
437.1,321.8,2.1,3.6,7.8,.FALSE. /,NA
567.8,242.3,1.6,3,6.4,.FALSE. /,NA
576,245.6,2.3,6.8,7.2,.FALSE. /,NA
576.6,243.1,1.5,5.9,10.1,.FALSE. /,NA
858.4,45.5,4.2,6.1,14.4,.FALSE. /,NA
856.6,52.1,1.7,7.8,13.1,.FALSE. /,NA
854.1,51.4,7.3,0.8,18.6,.FALSE. /,NA
854.9,47.8,2,3.5,7.7,.FALSE. /,NA
860.2,53.7,3.1,4.8,10.9,.FALSE. /,NA
583.5,298.1,1.2,2.5,5,.FALSE. /,NA
587.8,297.8,2.6,4.2,9.3,.FALSE. /,NA
585.5,297.4,4.7,6.6,17.8,.FALSE. /,NA
696.4,19.5,1.6,3.1,6.4,.FALSE. /,NA
702.3,18,2.3,3.9,8.5,.FALSE. /,NA
699.1,18.9,10.2,11.9,19.2,.FALSE. /,NA
698.7,21.2,5.2,7.3,17.4,.FALSE. /,NA
700.9,28.7,2.4,4,8.9,.FALSE. /,NA
700,22.6,1.9,3.4,7.3,.FALSE. /,NA
375.5,382.4,2.3,3.9,8.5,.FALSE. /,NA
321.6,234.7,1.6,3.1,6.4,.FALSE. /,NA
320.3,233.2,2.1,1.7,12.9,.FALSE. /,NA
321.3,234.5,1.6,3.3,15.4,.FALSE. /,NA
71.7,286.9,1.2,2.5,5,.FALSE. /,NA
69.4,291.5,1.2,0.7,2.3,.FALSE. /,NA
499,23.2,2.8,4.4,10,.FALSE. /,NA
500,19,1.1,2.4,4.9,.FALSE. /,NA
501.8,18.1,1.5,2.9,6,.FALSE. /,NA
402.1,316.9,4.1,6.1,14.1,.FALSE. /,NA
395.6,316.9,5.9,5.9,20.2,.FALSE. /,NA
394,315.8,4.7,6.8,15.9,.FALSE. /,NA
394.2,317.1,3.8,5.7,13.2,.FALSE. /,NA
391.5,311.6,2.2,3.5,11.2,.FALSE. /,NA
396.2,312.9,2.7,4.3,9.8,.FALSE. /,NA
201.8,153,1.6,3.1,6.4,.FALSE. /,NA
199.6,149.5,7.2,10.3,18.5,.FALSE. /,NA
198.9,150.4,8,5.8,17.3,.FALSE. /,NA
200.1,146.8,4,3.9,14.6,.FALSE. /,NA
202.9,152.9,1.5,7,11.8,.FALSE. /,NA
199.9,151.3,4,7.9,19.4,.FALSE. /,NA
149.4,59.3,3.1,3.1,10.9,.FALSE. /,NA
154.4,58.8,1.5,2.9,6,.FALSE. /,NA
148.2,55.8,3.4,5.1,11.8,.FALSE. /,NA
327.6,4.6,2.6,2.4,7.7,.FALSE. /,NA
327.2,6.6,3.6,5.5,12.6,.FALSE. /,NA
244.5,320.6,4.3,6.3,14.7,.FALSE. /,NA
237.8,314.7,1.6,3.1,6.4,.FALSE. /,NA
202.6,72,5.4,11.3,20.7,.FALSE. /,NA
822.3,323.7,2.5,7.3,13.7,.FALSE. /,NA
832,317.7,2.2,3.7,8.1,.FALSE. /,NA
824.6,324.2,1,0.4,3.9,.FALSE. /,NA
823.2,323,1.6,3.1,6.4,.FALSE. /,NA
744.7,317.3,1.6,0.8,3.6,.FALSE. /,NA
826,36,2.3,3.8,8.3,.FALSE. /,NA
827.5,37.1,4.7,11.3,20.1,.FALSE. /,NA
824.3,31.9,3.9,5.8,13.5,.FALSE. /,NA
825.5,35.9,1.7,0.7,2.9,.FALSE. /,NA
831.9,42.5,3.8,5.6,13.1,.FALSE. /,NA
817.4,264.8,5.8,8.2,22.3,.FALSE. /,NA
811.7,271.6,1.5,2.8,5.8,.FALSE. /,NA
610.2,345,2.8,4.5,10.2,.FALSE. /,NA
602.4,359.8,2.2,3.7,8.1,.FALSE. /,NA
608.3,358.3,3,4.7,10.6,.FALSE. /,NA
598.6,356.5,2.1,4,8.3,.FALSE. /,NA
604.9,352.9,2,3.5,7.7,.FALSE. /,NA
580.5,71.3,4,6.5,11.7,.FALSE. /,NA
579.2,71.7,6.1,10.5,17,.FALSE. /,NA
584.8,72,3.6,5.5,12.6,.FALSE. /,NA
575.9,63.9,1.8,3.2,6.8,.FALSE. /,NA
579.9,71.5,4,6,13.9,.FALSE. /,NA
577.9,74.4,5.6,7.9,18.9,.FALSE. /,NA
516.2,346.5,3,4.7,10.6,.FALSE. /,NA
515.8,347.1,1.8,3.2,6.9,.FALSE. /,NA
515.3,346.3,1.7,1.5,6.6,.FALSE. /,NA
515.9,346.2,2,3.5,7.7,.FALSE. /,NA
189.6,390.9,5.4,6.7,16.7,.FALSE. /,NA
193,394,1.4,2.7,5.5,.FALSE. /,NA
527,107.5,5.5,7.7,18.4,.FALSE. /,NA
524.4,110.6,4,6,13.9,.FALSE. /,NA
524.8,107,5.5,3.7,15.3,.FALSE. /,NA
529.5,105,3.4,5.1,11.8,.FALSE. /,NA
114.3,142.6,1.8,3.2,6.8,.FALSE. /,NA
113.2,142.6,3.9,5.8,13.5,.FALSE. /,NA
117,140.4,9.4,4.1,17.5,.FALSE. /,NA
237.9,269.4,3.2,10.1,17.6,.FALSE. /,NA
239.7,264.2,5.1,9.8,21.4,.FALSE. /,NA
239.9,269.2,4.8,7,16.4,.FALSE. /,NA
865.5,344.2,1.8,1.3,5.6,.FALSE. /,NA
863.1,342.6,6.5,5,20.1,.FALSE. /,NA
865.7,348.7,2.6,4.2,9.3,.FALSE. /,NA
866,345.7,2.6,4.2,9.3,.FALSE. /,NA
865.3,345.5,1,1.6,3.6,.FALSE. /,NA
880.6,264.7,2,3.5,7.7,.FALSE. /,NA
883.2,265.1,2.8,4.5,10.2,.FALSE. /,NA
883.6,260.8,4.5,6.6,12.7,.FALSE. /,NA
881.9,262.9,2.8,4.4,10,.FALSE. /,NA
884.3,263.3,4.2,10.9,17.2,.FALSE. /,NA
261.4,58.1,7.6,10,16.9,.FALSE. /,NA
258.6,54.5,1.3,2.6,5.2,.FALSE. /,NA
258.7,55.6,2.3,3.9,8.5,.FALSE. /,NA
258.6,53.3,1.4,1.2,3.3,.FALSE. /,NA
263.2,58.8,3.9,5.8,13.5,.FALSE. /,NA
614.3,37.4,5.5,7.7,18.4,.FALSE. /,NA
616.4,37.1,3.8,5.6,13.1,.FALSE. /,NA
618.3,41.1,2.3,4.6,12.3,.FALSE. /,NA
618.4,38.1,3.7,7.7,13.7,.FALSE. /,NA
621.5,31.7,2.8,4.5,10.2,.FALSE. /,NA
619.7,35.3,2.6,4.2,9.3,.FALSE. /,NA
358.9,131.8,6,8.4,20.1,.FALSE. /,NA
97,347,1.9,2.6,9.2,.FALSE. /,NA
98.3,345.8,4.6,5.6,13.8,.FALSE. /,NA
630.5,301.1,2.6,4.2,9.3,.FALSE. /,NA
881.8,95,1,0.5,4.1,.FALSE. /,NA
884.9,93.6,3,0.4,8.2,.FALSE. /,NA
486.1,387.9,3.2,5.8,13.3,.FALSE. /,NA
484.6,386,7.5,7.8,22,.FALSE. /,NA
486.2,387.5,4.3,5.3,18.8,.FALSE. /,NA
485.2,391.4,2.8,4.5,10.2,.FALSE. /,NA
488.9,388.5,7.6,8.4,19,.FALSE. /,NA
29.7,389.4,2.4,3.9,8.7,.FALSE. /,NA
29.3,390.6,4.6,4.5,13.9,.FALSE. /,NA
28.3,392.3,0.9,1.1,2.8,.FALSE. /,NA
745.2,306.8,1.5,2.9,6,.FALSE. /,NA
745.8,308.7,3.5,3.6,12.2,.FALSE. /,NA
745.5,308.4,2,3.5,7.6,.FALSE. /,NA
372.9,28,2.3,3.9,8.5,.FALSE. /,NA
358.8,384,3.4,5.1,11.8,.FALSE. /,NA
354.3,389.9,1.4,2.8,5.7,.FALSE. /,NA
349.4,389,1.6,3,6.3,.FALSE. /,NA
355.5,386.9,5.1,7.9,20.5,.FALSE. /,NA
357.5,387.5,7.6,4,19.6,.FALSE. /,NA
355.6,386.5,1.2,3.6,3.9,.FALSE. /,NA
416.3,239.4,3.4,5.5,13.3,.FALSE. /,NA
415.5,237.7,1.7,1.5,6.6,.FALSE. /,NA
415.7,239.2,2.3,2.1,7.6,.FALSE. /,NA
412.5,235.3,1.1,2.4,4.8,.FALSE. /,NA
430.6,254.1,3.3,10.8,17.1,.FALSE. /,NA
288.2,39.5,2.1,3.6,7.8,.FALSE. /,NA
288.5,39.9,3.6,5.5,12.6,.FALSE. /,NA
288.6,37.6,2,3.5,7.7,.FALSE. /,NA
288.9,40.3,2.8,4.5,10.2,.FALSE. /,NA
97.5,50.7,3.9,5.8,13.5,.FALSE. /,NA
882.1,366.5,3,4.7,10.6,.FALSE. /,NA
881.1,365.3,1.9,3.3,7.2,.FALSE. /,NA
879.3,369.3,1.9,3.4,7.3,.FALSE. /,NA
568.2,354.9,2.5,9.4,16.7,.FALSE. /,NA
569.4,356.9,3.8,5.6,13.1,.FALSE. /,NA
569.7,355.4,3.6,5.5,12.6,.FALSE. /,NA
567.7,356.9,4.2,6.1,14.3,.FALSE. /,NA
891.3,315.3,3.1,4.2,9.7,.FALSE. /,NA
892.7,316.6,0.4,0.4,2.2,.FALSE. /,NA
889.7,323.3,3.1,3.1,10.9,.FALSE. /,NA
890.3,314,1.9,1.6,7,.FALSE. /,NA
893.7,314.6,5.3,7.6,18,.FALSE. /,NA
351.3,289.5,3.5,3.6,12.2,.FALSE. /,NA
363.4,295.1,2.3,3.8,8.3,.FALSE. /,NA
355.2,295.5,1.8,0.5,4,.FALSE. /,NA
463.8,359.5,3.7,5.6,12.9,.FALSE. /,NA
462,359.7,3.1,5.7,13.5,.FALSE. /,NA
458.8,353.2,1.7,3.2,6.7,.FALSE. /,NA
461.9,359.9,3.1,4.8,10.9,.FALSE. /,NA
552.4,218.7,1.9,1.4,8,.FALSE. /,NA
554.3,215.6,1.2,5.2,8.8,.FALSE. /,NA
551.2,216.1,4.2,6.1,14.3,.FALSE. /,NA
833.6,306.6,3.6,5.5,12.6,.FALSE. /,NA
744.5,88.5,2.8,4.5,10.2,.FALSE. /,NA
